DATE,H4-AI7202-02C.PV,H4-TIC7858.PV,H4-FIQ7865.PV,H4-PDI7732.PV
2/6/21 20:22,1.659,152.2163,1111.6985,446.4033
2/6/21 20:23,1.659,151.8781,1113.3763,436.9146
2/6/21 20:24,1.659,151.6646,1102.1681,425.6088
2/6/21 20:25,1.6563,151.5577,1109.1732,444.0605
2/6/21 20:26,1.6407,151.4959,1115.9466,442.1634
2/6/21 20:27,1.6383,151.448,1103.2538,432.4654
2/6/21 20:28,1.6383,151.4288,1104.8887,428.3837
2/6/21 20:29,1.6383,151.4158,1111.5718,429.925
2/6/21 20:30,1.6383,151.4364,1096.854,436.1481
2/6/21 20:31,1.6383,151.4571,1109.0976,436.8508
2/6/21 20:32,1.6383,151.5248,1119.3543,452.3798
2/6/21 20:33,1.6383,151.5956,1100.0907,438.5899
2/6/21 20:34,1.6383,151.6486,1107.822,421.5871
2/6/21 20:35,1.6392,151.6991,1113.064,419.5423
2/6/21 20:36,1.6445,151.7559,1103.7944,438.5636
2/6/21 20:37,1.6453,151.8971,1107.302,444.1622
2/6/21 20:38,1.6453,152.0211,1112.2121,413.2374
2/6/21 20:39,1.6453,152.1481,1101.2904,434.5904
2/6/21 20:40,1.6453,152.2743,1108.6284,434.4485
2/6/21 20:41,1.6453,152.5186,1118.6591,413.9922
2/6/21 20:42,1.6453,153.1219,1099.8472,422.6937
2/6/21 20:43,1.6453,154.4112,1108.16,395.0826
2/6/21 20:44,1.6453,155.9483,1115.0861,410.0972
2/6/21 20:45,1.6499,156.5293,1101.0148,426.516
2/6/21 20:46,1.6764,154.6079,1106.9837,420.3847
2/6/21 20:47,1.6806,153.1733,1111.1728,405.8742
2/6/21 20:48,1.6806,152.426,1100.2574,406.5577
2/6/21 20:49,1.6806,151.9956,1109.9902,408.7971
2/6/21 20:50,1.6806,151.7775,1120.4434,406.9596
2/6/21 20:51,1.6806,151.6677,1113.5657,400.4974
2/6/21 20:52,1.6806,151.5872,1114.598,402.3104
2/6/21 20:53,1.6806,151.5188,1111.7734,409.6188
2/6/21 20:54,1.6806,151.4413,1101.3333,414.8048
2/6/21 20:55,1.6745,151.356,1107.4129,421.0641
2/6/21 20:56,1.6389,151.326,1111.9649,422.7845
2/6/21 20:57,1.6332,151.3378,1107.7205,413.3838
2/6/21 20:58,1.6332,151.3775,1122.7103,407.7927
2/6/21 20:59,1.6332,151.4097,1121.8284,421.5466
2/6/21 21:00,1.6332,151.4516,1114.6441,422.1439
2/6/21 21:01,1.6332,151.4984,1115.1002,410.8843
2/6/21 21:02,1.6332,151.6083,1108.7978,394.7712
2/6/21 21:03,1.6332,151.6953,1101.5003,413.4287
2/6/21 21:04,1.6332,151.8038,1107.3761,419.8708
2/6/21 21:05,1.6404,151.9389,1109.8668,406.6034
2/6/21 21:06,1.6823,152.1266,1109.2137,420.6506
2/6/21 21:07,1.6891,152.3503,1116.0997,437.3281
2/6/21 21:08,1.6891,152.5978,1115.6872,445.6788
2/6/21 21:09,1.6891,153.0464,1100.3914,454.776
2/6/21 21:10,1.6891,154.1411,1109.7244,430.8479
2/6/21 21:11,1.6891,155.6962,1113.0144,423.4651
2/6/21 21:12,1.6891,156.8439,1099.9802,412.699
2/6/21 21:13,1.6891,155.1106,1112.768,422.9933
2/6/21 21:14,1.6891,153.3429,1109.3098,416.5904
2/6/21 21:15,1.6857,152.437,1097.7494,453.3932
2/6/21 21:16,1.6657,152.05,1111.8754,461.9249
2/6/21 21:17,1.6625,151.8534,1108.9654,453.5369
2/6/21 21:18,1.6625,151.7187,1101.79,445.4769
2/6/21 21:19,1.6625,151.6039,1111.8178,437.3231
2/6/21 21:20,1.6625,151.5438,1112.8619,428.4842
2/6/21 21:21,1.6625,151.5124,1110.3857,436.3359
2/6/21 21:22,1.6625,151.4931,1110.2043,446.7692
2/6/21 21:23,1.6625,151.4614,1104.1167,441.2937
2/6/21 21:24,1.6625,151.4266,1105.7675,468.214
2/6/21 21:25,1.6646,151.3874,1115.4319,448.2201
2/6/21 21:26,1.6773,151.3827,1097.6942,433.0725
2/6/21 21:27,1.6793,151.3971,1103.4776,425.0397
2/6/21 21:28,1.6793,151.421,1106.6042,439.5586
2/6/21 21:29,1.6793,151.4411,1103.578,437.1914
2/6/21 21:30,1.6793,151.4822,1103.0354,436.8836
2/6/21 21:31,1.6793,151.5408,1111.2188,422.3579
2/6/21 21:32,1.6793,151.6567,1100.3156,415.242
2/6/21 21:33,1.6793,151.83,1098.8885,406.3723
2/6/21 21:34,1.6793,152.005,1112.0888,424.4806
2/6/21 21:35,1.6761,152.1555,1107.2631,419.3407
2/6/21 21:36,1.6567,152.2904,1100.8189,395.6416
2/6/21 21:37,1.6535,152.5347,1108.4572,395.8312
2/6/21 21:38,1.6535,152.9549,1103.6508,407.377
2/6/21 21:39,1.6535,153.519,1100.7603,392.3432
2/6/21 21:40,1.6535,154.6631,1113.1593,404.0043
2/6/21 21:41,1.6535,156.0221,1107.9275,406.0582
2/6/21 21:42,1.6535,155.8233,1101.3984,399.2827
2/6/21 21:43,1.6535,154.0406,1117.4313,409.8494
2/6/21 21:44,1.6535,152.9065,1111.0937,397.5476
2/6/21 21:45,1.6551,152.3562,1106.7125,364.2601
2/6/21 21:46,1.6644,152.0652,1123.1997,373.5718
2/6/21 21:47,1.6659,151.9075,1107.9845,384.2804
2/6/21 21:48,1.6659,151.8039,1100.8909,413.1325
2/6/21 21:49,1.6659,151.7417,1109.6562,419.3594
2/6/21 21:50,1.6659,151.6826,1097.2472,403.4281
2/6/21 21:51,1.6659,151.6381,1101.8249,394.9033
2/6/21 21:52,1.6659,151.6328,1120.8564,397.6106
2/6/21 21:53,1.6659,151.6172,1114.2115,414.6325
2/6/21 21:54,1.6659,151.5935,1114.5966,424.4735
2/6/21 21:55,1.667,151.5597,1117.8764,411.7261
2/6/21 21:56,1.6732,151.5605,1107.4134,414.5077
2/6/21 21:57,1.6743,151.5669,1103.0555,423.9008
2/6/21 21:58,1.6743,151.6048,1111.7522,424.3314
2/6/21 21:59,1.6743,151.6606,1105.0212,427.5413
2/6/21 22:00,1.6743,151.712,1116.4534,431.0105
2/6/21 22:01,1.6743,151.7816,1123.8899,437.1047
2/6/21 22:02,1.6743,151.8599,1112.3094,439.138
2/6/21 22:03,1.6743,151.9769,1116.7234,427.3227
2/6/21 22:04,1.6743,152.0961,1104.8951,422.8834
2/6/21 22:05,1.6721,152.2052,1098.3745,440.2555
2/6/21 22:06,1.6594,152.319,1101.8805,456.6952
2/6/21 22:07,1.6573,152.4316,1109.7443,450.0387
2/6/21 22:08,1.6573,152.646,1100.793,434.4491
2/6/21 22:09,1.6573,153.1771,1092.7384,446.498
2/6/21 22:10,1.6573,154.4702,1097.0095,437.6844
2/6/21 22:11,1.6573,156.0369,1096.4383,448.9103
2/6/21 22:12,1.6573,156.5646,1095.3109,450.9338
2/6/21 22:13,1.6573,154.6159,1106.0622,428.9933
2/6/21 22:14,1.6573,153.0904,1106.1095,441.5886
2/6/21 22:15,1.6558,152.3339,1104.4978,440.3141
2/6/21 22:16,1.6471,151.9849,1108.6303,425.7534
2/6/21 22:17,1.6456,151.8177,1101.7901,425.0489
2/6/21 22:18,1.6456,151.7066,1106.3365,428.1496
2/6/21 22:19,1.6456,151.6169,1111.2603,436.2198
2/6/21 22:20,1.6456,151.5038,1101.5364,458.7615
2/6/21 22:21,1.6456,151.4397,1108.4804,439.2676
2/6/21 22:22,1.6456,151.4235,1111.331,414.2985
2/6/21 22:23,1.6456,151.4182,1100.5313,429.6348
2/6/21 22:24,1.6456,151.4189,1104.171,422.1884
2/6/21 22:25,1.6476,151.4025,1108.0305,432.5651
2/6/21 22:26,1.6595,151.3951,1094.0591,425.9597
2/6/21 22:27,1.6615,151.4245,1101.1757,403.3613
2/6/21 22:28,1.6615,151.4438,1108.2429,431.2493
2/6/21 22:29,1.6615,151.4664,1094.808,416.2699
2/6/21 22:30,1.6615,151.4719,1104.605,428.6086
2/6/21 22:31,1.6615,151.5258,1108.3857,423.9778
2/6/21 22:32,1.6615,151.6355,1095.6539,409.0716
2/6/21 22:33,1.6615,151.7589,1103.1368,387.4222
2/6/21 22:34,1.6615,151.9737,1108.292,407.8051
2/6/21 22:35,1.6627,152.2423,1100.8253,397.9997
2/6/21 22:36,1.6695,152.556,1107.2964,387.1031
2/6/21 22:37,1.6707,152.9682,1102.4919,408.0996
2/6/21 22:38,1.6707,153.7753,1097.5387,398.1592
2/6/21 22:39,1.6707,155.063,1105.1439,407.5761
2/6/21 22:40,1.6707,156.136,1102.639,417.1629
2/6/21 22:41,1.6707,155.5067,1108.7677,405.8369
2/6/21 22:42,1.6707,153.8316,1116.711,413.1208
2/6/21 22:43,1.6707,152.6924,1116.6283,423.3765
2/6/21 22:44,1.6707,152.0615,1106.6877,423.2103
2/6/21 22:45,1.674,151.7548,1107.5082,428.3896
2/6/21 22:46,1.6941,151.5811,1103.6617,419.7359
2/6/21 22:47,1.6975,151.4738,1099.5638,421.1225
2/6/21 22:48,1.6975,151.3928,1106.814,426.4049
2/6/21 22:49,1.6975,151.3021,1110.8646,433.0577
2/6/21 22:50,1.6975,151.2357,1099.3318,422.9646
2/6/21 22:51,1.6975,151.1906,1122.342,415.7686
2/6/21 22:52,1.6975,151.2024,1123.9982,406.0253
2/6/21 22:53,1.6975,151.2007,1113.6137,412.8597
2/6/21 22:54,1.6975,151.1884,1118.4938,429.1994
2/6/21 22:55,1.6922,151.2222,1104.7586,434.163
2/6/21 22:56,1.6598,151.3254,1102.6375,434.5552
2/6/21 22:57,1.6542,151.5303,1109.111,432.9941
2/6/21 22:58,1.6542,151.9061,1114.0385,424.5047
2/6/21 22:59,1.6542,152.378,1096.1449,419.2521
2/6/21 23:00,1.6542,152.876,1106.0863,434.2399
2/6/21 23:01,1.6542,153.6079,1114.2693,447.017
2/6/21 23:02,1.6542,154.3436,1100.4428,421.5997
2/6/21 23:03,1.6542,155.0463,1102.8165,410.559
2/6/21 23:04,1.6542,154.881,1116.0216,417.9832
2/6/21 23:05,1.6535,153.7177,1107.9796,429.7024
2/6/21 23:06,1.6489,152.6683,1105.8695,433.7348
2/6/21 23:07,1.6481,152.1004,1104.0728,444.6059
2/6/21 23:08,1.6481,151.7678,1103.3678,420.8782
2/6/21 23:09,1.6481,151.5813,1103.9194,439.0973
2/6/21 23:10,1.6481,151.4761,1101.7309,430.84
2/6/21 23:11,1.6481,151.4626,1100.1138,420.3702
2/6/21 23:12,1.6481,151.5256,1111.3018,424.058
2/6/21 23:13,1.6481,151.6151,1109.4434,421.4524
2/6/21 23:14,1.6481,151.697,1103.7527,433.219
2/6/21 23:15,1.6484,151.8131,1114.3983,418.0788
2/6/21 23:16,1.6501,152.0227,1111.5016,413.6702
2/6/21 23:17,1.6504,152.5836,1096.5049,426.1423
2/6/21 23:18,1.6504,153.9114,1111.9672,424.9147
2/6/21 23:19,1.6504,155.6458,1114.1466,416.8545
2/6/21 23:20,1.6504,156.0528,1097.5971,416.9233
2/6/21 23:21,1.6504,154.0801,1109.9803,417.0046
2/6/21 23:22,1.6504,152.5764,1107.8821,431.2511
2/6/21 23:23,1.6504,151.7464,1097.9476,416.0567
2/6/21 23:24,1.6504,151.3403,1112.436,399.753
2/6/21 23:25,1.6474,151.1206,1109.9664,406.3707
2/6/21 23:26,1.6284,150.9961,1102.6791,410.2493
2/6/21 23:27,1.6251,150.9621,1119.1349,423.7251
2/6/21 23:28,1.6251,151.0227,1111.2182,430.4493
2/6/21 23:29,1.6251,151.1559,1102.3805,426.5525
2/6/21 23:30,1.6251,151.2743,1122.7087,413.5661
2/6/21 23:31,1.6251,151.4711,1115.5988,402.1251
2/6/21 23:32,1.6251,151.5858,1116.6847,419.9399
2/6/21 23:33,1.6251,151.6674,1118.198,414.5715
2/6/21 23:34,1.6251,151.7532,1105.1592,414.8516
2/6/21 23:35,1.6339,152.0055,1103.8932,411.9037
2/6/21 23:36,1.6895,152.6431,1115.807,392.454
2/6/21 23:37,1.6993,153.8379,1100.8165,403.7392
2/6/21 23:38,1.6993,155.2847,1111.1962,397.1649
2/6/21 23:39,1.6993,156.8211,1124.8072,403.7463
2/6/21 23:40,1.6993,155.5147,1106.5667,427.6219
2/6/21 23:41,1.6993,153.1809,1103.6999,432.1755
2/6/21 23:42,1.6993,151.8968,1117.7763,424.0694
2/6/21 23:43,1.6993,151.3177,1102.8891,435.9018
2/6/21 23:44,1.6993,151.0665,1107.3931,437.1677
2/6/21 23:45,1.6934,150.9506,1118.7862,417.3967
2/6/21 23:46,1.6564,150.8979,1107.1806,431.3541
2/6/21 23:47,1.6499,150.8662,1112.0517,434.9562
2/6/21 23:48,1.6499,150.8461,1128.4997,378.7818
2/6/21 23:49,1.6499,150.8444,1104.7404,404.7466
2/6/21 23:50,1.6499,150.8573,1105.4026,398.0626
2/6/21 23:51,1.6499,150.9719,1119.7515,414.4055
2/6/21 23:52,1.6499,151.159,1099.44,402.1532
2/6/21 23:53,1.6499,151.3495,1099.3773,438.6355
2/6/21 23:54,1.6499,151.5291,1118.2196,423.9276
2/6/21 23:55,1.6512,151.9729,1111.2398,425.4304
2/6/21 23:56,1.6598,153.0115,1101.205,435.2804
2/6/21 23:57,1.6614,154.7328,1118.0472,438.6129
2/6/21 23:58,1.6614,156.2072,1105.53,448.7128
2/6/21 23:59,1.6614,156.7326,1116.181,442.6404
3/6/21 0:00,1.6614,154.1364,1122.927,439.1924
3/6/21 0:01,1.6614,152.3596,1098.0604,455.9394
3/6/21 0:02,1.6614,151.5456,1098.7647,446.6989
3/6/21 0:03,1.6614,151.1816,1126.2416,421.8427
3/6/21 0:04,1.6614,151.0243,1106.9779,430.6978
3/6/21 0:05,1.66,150.9735,1105.0993,444.8705
3/6/21 0:06,1.6514,150.9725,1119.6633,455.9742
3/6/21 0:07,1.6498,151.0184,1100.4093,453.2463
3/6/21 0:08,1.6498,151.0664,1103.962,429.825
3/6/21 0:09,1.6498,151.083,1120.6467,425.7188
3/6/21 0:10,1.6498,151.112,1102.2032,423.2911
3/6/21 0:11,1.6498,151.1803,1099.702,429.9248
3/6/21 0:12,1.6498,151.3365,1118.8203,437.7893
3/6/21 0:13,1.6498,151.4717,1096.4962,438.4009
3/6/21 0:14,1.6498,151.5817,1100.4073,449.2383
3/6/21 0:15,1.6507,151.8181,1112.255,436.2058
3/6/21 0:16,1.6563,152.7851,1094.0662,408.7505
3/6/21 0:17,1.6573,154.3712,1099.1334,418.2141
3/6/21 0:18,1.6573,156.057,1118.3249,452.9779
3/6/21 0:19,1.6573,156.9172,1101.5791,431.479
3/6/21 0:20,1.6573,154.6784,1098.7505,430.5617
3/6/21 0:21,1.6573,152.8434,1117.2582,411.6338
3/6/21 0:22,1.6573,151.9813,1099.3651,437.6964
3/6/21 0:23,1.6573,151.5706,1103.5419,424.717
3/6/21 0:24,1.6573,151.3302,1113.3632,416.6832
3/6/21 0:25,1.6584,151.1795,1093.5534,412.4249
3/6/21 0:26,1.6654,151.1187,1096.8706,416.8796
3/6/21 0:27,1.6666,151.1085,1117.2941,417.4014
3/6/21 0:28,1.6666,151.1284,1096.2114,407.1036
3/6/21 0:29,1.6666,151.1785,1094.7121,395.9834
3/6/21 0:30,1.6666,151.2446,1110.0731,415.2015
3/6/21 0:31,1.6666,151.3774,1094.0547,413.4477
3/6/21 0:32,1.6666,151.5146,1105.9858,398.2896
3/6/21 0:33,1.6666,151.59,1111.8081,387.8585
3/6/21 0:34,1.6666,151.7197,1108.0575,405.8492
3/6/21 0:35,1.6657,152.0715,1113.6454,418.2712
3/6/21 0:36,1.6592,152.4055,1118.8007,406.8637
3/6/21 0:37,1.6581,152.7582,1097.5678,398.5603
3/6/21 0:38,1.6581,153.4402,1101.5455,419.8285
3/6/21 0:39,1.6581,154.682,1111.4611,423.462
3/6/21 0:40,1.6581,156.0731,1095.8607,419.7723
3/6/21 0:41,1.6581,155.9518,1109.2599,426.2845
3/6/21 0:42,1.6581,154.0694,1119.5153,421.823
3/6/21 0:43,1.6581,152.7619,1110.2014,394.3271
3/6/21 0:44,1.6581,152.2035,1120.7385,423.0152
3/6/21 0:45,1.6613,151.9752,1108.8684,435.0507
3/6/21 0:46,1.683,151.8617,1094.6623,432.9654
3/6/21 0:47,1.687,151.8192,1106.787,447.136
3/6/21 0:48,1.687,151.7714,1109.713,449.6401
3/6/21 0:49,1.687,151.6099,1101.8176,439.5372
3/6/21 0:50,1.687,151.3684,1115.2283,430.6687
3/6/21 0:51,1.687,151.1784,1114.5111,445.747
3/6/21 0:52,1.687,151.0547,1098.3214,432.9108
3/6/21 0:53,1.687,151.0131,1107.8354,433.8529
3/6/21 0:54,1.687,151.0434,1104.5349,419.8529
3/6/21 0:55,1.6832,151.1684,1100.7184,437.4333
3/6/21 0:56,1.657,151.3031,1113.5025,441.0372
3/6/21 0:57,1.652,151.3125,1108.9411,424.5382
3/6/21 0:58,1.652,151.171,1093.1195,444.9009
3/6/21 0:59,1.652,151.0695,1110.4815,453.4
3/6/21 1:00,1.652,151.0926,1103.8743,434.5672
3/6/21 1:01,1.652,151.1935,1099.9029,421.6244
3/6/21 1:02,1.652,151.4347,1111.0062,435.2988
3/6/21 1:03,1.652,151.7188,1109.8659,448.7071
3/6/21 1:04,1.652,152.0355,1095.2231,424.2684
3/6/21 1:05,1.6553,152.4996,1112.8594,422.1455
3/6/21 1:06,1.6775,153.5546,1112.3863,417.541
3/6/21 1:07,1.6817,155.2083,1090.7424,432.9763
3/6/21 1:08,1.6817,156.4438,1111.7495,425.5807
3/6/21 1:09,1.6817,155.9225,1103.3872,426.8341
3/6/21 1:10,1.6817,153.6658,1095.1084,417.6135
3/6/21 1:11,1.6817,152.2141,1112.1399,437.8554
3/6/21 1:12,1.6817,151.4539,1102.2623,433.7145
3/6/21 1:13,1.6817,151.1077,1093.1744,446.824
3/6/21 1:14,1.6817,150.9553,1113.4575,420.3535
3/6/21 1:15,1.6765,150.9055,1108.717,423.6418
3/6/21 1:16,1.641,150.8809,1094.4369,418.611
3/6/21 1:17,1.6342,150.8641,1115.497,445.0103
3/6/21 1:18,1.6342,150.8322,1105.3006,452.3417
3/6/21 1:19,1.6342,150.8079,1097.5645,428.3325
3/6/21 1:20,1.6342,150.8614,1115.6528,398.3955
3/6/21 1:21,1.6342,150.9441,1106.3025,372.6887
3/6/21 1:22,1.6342,151.0181,1099.7145,397.5449
3/6/21 1:23,1.6342,151.1543,1114.2417,416.8238
3/6/21 1:24,1.6342,151.6928,1106.9022,406.5786
3/6/21 1:25,1.6373,153.0585,1103.7738,391.1745
3/6/21 1:26,1.6581,155.0233,1117.2002,400.7147
3/6/21 1:27,1.6621,157.0623,1110.0256,400.9883
3/6/21 1:28,1.6621,156.9509,1100.8777,402.062
3/6/21 1:29,1.6621,153.8576,1114.328,414.8507
3/6/21 1:30,1.6621,151.8065,1103.0503,379.7973
3/6/21 1:31,1.6621,150.9544,1108.7333,381.3055
3/6/21 1:32,1.6621,150.6051,1113.4279,369.0216
3/6/21 1:33,1.6621,150.4684,1103.4338,414.8377
3/6/21 1:34,1.6621,150.4362,1097.3779,417.0791
3/6/21 1:35,1.6643,150.489,1106.3813,409.0289
3/6/21 1:36,1.6798,150.5832,1104.342,403.951
3/6/21 1:37,1.6828,150.7192,1112.8279,408.4144
3/6/21 1:38,1.6828,150.8667,1125.157,412.0273
3/6/21 1:39,1.6828,151.0417,1102.2478,411.0579
3/6/21 1:40,1.6828,151.2704,1102.2665,433.5249
3/6/21 1:41,1.6828,151.5974,1126.8571,422.4614
3/6/21 1:42,1.6828,151.9935,1112.3593,419.4688
3/6/21 1:43,1.6828,152.8493,1106.3062,420.0922
3/6/21 1:44,1.6828,154.4964,1115.9491,410.8891
3/6/21 1:45,1.6787,156.2561,1104.0017,408.8964
3/6/21 1:46,1.6505,156.9714,1108.132,418.9897
3/6/21 1:47,1.6451,154.5076,1128.6977,400.5329
3/6/21 1:48,1.6451,152.7311,1111.4465,403.9874
3/6/21 1:49,1.6451,151.9656,1108.1647,427.3947
3/6/21 1:50,1.6451,151.5669,1115.0451,389.3061
3/6/21 1:51,1.6451,151.3522,1109.6581,393.6603
3/6/21 1:52,1.6451,151.2431,1112.0811,405.124
3/6/21 1:53,1.6451,151.1913,1120.2456,433.063
3/6/21 1:54,1.6451,151.1673,1099.1567,443.8964
3/6/21 1:55,1.6403,151.2323,1101.9574,437.5128
3/6/21 1:56,1.6068,151.4287,1114.2064,412.5138
3/6/21 1:57,1.6003,151.6753,1098.6933,408.7269
3/6/21 1:58,1.6003,151.8888,1105.956,424.2414
3/6/21 1:59,1.6003,152.0622,1120.9289,442.9946
3/6/21 2:00,1.6003,152.2323,1095.4457,471.5693
3/6/21 2:01,1.6003,152.4915,1099.7995,452.8717
3/6/21 2:02,1.6003,152.8357,1122.1758,455.1987
3/6/21 2:03,1.6003,153.2073,1103.7632,439.2765
3/6/21 2:04,1.6003,153.7047,1104.5973,430.172
3/6/21 2:05,1.6044,155.043,1111.2195,439.252
3/6/21 2:06,1.6332,155.8101,1095.3795,426.6384
3/6/21 2:07,1.6388,154.4932,1100.71,412.8157
3/6/21 2:08,1.6388,153.0394,1113.2453,410.5539
3/6/21 2:09,1.6388,152.1973,1098.4229,430.9713
3/6/21 2:10,1.6388,151.7193,1108.715,427.0434
3/6/21 2:11,1.6388,151.4614,1117.731,428.1704
3/6/21 2:12,1.6388,151.3092,1098.9913,439.7107
3/6/21 2:13,1.6388,151.2303,1106.7759,432.2249
3/6/21 2:14,1.6388,151.2016,1116.0109,433.3002
3/6/21 2:15,1.6367,151.2132,1096.3394,424.3261
3/6/21 2:16,1.6217,151.3131,1107.9003,440.0279
3/6/21 2:17,1.6188,151.4696,1116.5698,420.2387
3/6/21 2:18,1.6188,151.6204,1098.007,416.6273
3/6/21 2:19,1.6188,151.7712,1107.9602,424.8288
3/6/21 2:20,1.6188,151.9453,1116.2599,429.2357
3/6/21 2:21,1.6188,152.2974,1101.3762,443.649
3/6/21 2:22,1.6188,153.2582,1104.5781,441.748
3/6/21 2:23,1.6188,154.7319,1111.8428,438.1443
3/6/21 2:24,1.6188,155.9259,1099.2397,429.7008
3/6/21 2:25,1.6233,155.9438,1105.8541,434.9902
3/6/21 2:26,1.6555,154.5626,1117.9761,419.639
3/6/21 2:27,1.6618,153.5223,1107.6058,426.8014
3/6/21 2:28,1.6618,152.8229,1111.7462,399.4652
3/6/21 2:29,1.6618,152.2535,1117.0487,388.6259
3/6/21 2:30,1.6618,151.7027,1094.5904,376.1291
3/6/21 2:31,1.6618,151.2759,1103.5707,404.1652
3/6/21 2:32,1.6618,150.9868,1113.7632,407.5683
3/6/21 2:33,1.6618,150.7757,1099.3456,410.8542
3/6/21 2:34,1.6618,150.5984,1111.5241,381.9006
3/6/21 2:35,1.6599,150.4751,1111.4235,406.9378
3/6/21 2:36,1.6462,150.405,1103.9057,407.2758
3/6/21 2:37,1.6435,150.3504,1111.8016,412.7836
3/6/21 2:38,1.6435,150.3068,1112.9668,426.1053
3/6/21 2:39,1.6435,150.283,1096.9682,421.1095
3/6/21 2:40,1.6435,150.2872,1105.3203,400.9908
3/6/21 2:41,1.6435,150.3595,1111.4457,397.1378
3/6/21 2:42,1.6435,150.4434,1103.8737,422.1601
3/6/21 2:43,1.6435,150.5426,1116.8383,426.8893
3/6/21 2:44,1.6435,150.682,1115.4752,419.6839
3/6/21 2:45,1.6414,150.8681,1101.3754,414.1911
3/6/21 2:46,1.6264,151.0725,1107.8749,417.8545
3/6/21 2:47,1.6235,151.3348,1106.6285,415.9662
3/6/21 2:48,1.6235,151.8721,1104.9484,417.0806
3/6/21 2:49,1.6235,152.6345,1119.8455,414.8062
3/6/21 2:50,1.6235,154.0959,1111.7431,421.3538
3/6/21 2:51,1.6235,155.9149,1102.0846,434.715
3/6/21 2:52,1.6235,157.3354,1114.4376,438.9062
3/6/21 2:53,1.6235,155.0709,1115.5326,444.4636
3/6/21 2:54,1.6235,152.9044,1104.7766,435.2341
3/6/21 2:55,1.6269,151.8726,1108.0929,425.7364
3/6/21 2:56,1.6517,151.4333,1105.1923,429.205
3/6/21 2:57,1.6566,151.2592,1099.9906,445.1004
3/6/21 2:58,1.6566,151.1764,1112.3406,455.0463
3/6/21 2:59,1.6566,151.1471,1110.13,430.4145
3/6/21 3:00,1.6566,151.0591,1095.0134,427.6551
3/6/21 3:01,1.6566,150.8687,1106.6621,445.6093
3/6/21 3:02,1.6566,150.716,1109.2205,428.3514
3/6/21 3:03,1.6566,150.6666,1099.9639,413.1696
3/6/21 3:04,1.6566,150.7045,1109.6531,439.8828
3/6/21 3:05,1.6579,150.8247,1099.5163,456.1283
3/6/21 3:06,1.668,150.9862,1097.3413,438.3007
3/6/21 3:07,1.67,151.164,1109.4748,423.6508
3/6/21 3:08,1.67,151.4382,1100.6103,418.8869
3/6/21 3:09,1.67,151.785,1100.8238,428.7654
3/6/21 3:10,1.67,152.4727,1109.6425,445.9001
3/6/21 3:11,1.67,154.0392,1096.9532,424.6973
3/6/21 3:12,1.67,155.7646,1102.5085,433.4619
3/6/21 3:13,1.67,156.8664,1112.1176,443.8497
3/6/21 3:14,1.67,154.7646,1098.183,419.3734
3/6/21 3:15,1.6697,152.7139,1098.1056,437.9923
3/6/21 3:16,1.668,151.5569,1118.7897,448.2124
3/6/21 3:17,1.6676,150.9311,1099.1791,412.4648
3/6/21 3:18,1.6676,150.6001,1103.4881,419.7736
3/6/21 3:19,1.6676,150.4577,1114.4555,417.7501
3/6/21 3:20,1.6676,150.4135,1107.2082,408.5071
3/6/21 3:21,1.6676,150.4694,1107.8482,418.0751
3/6/21 3:22,1.6676,150.6329,1117.031,416.1643
3/6/21 3:23,1.6676,150.8477,1102.0945,413.193
3/6/21 3:24,1.6676,151.1543,1103.5161,427.0682
3/6/21 3:25,1.6619,151.806,1119.5497,409.0264
3/6/21 3:26,1.6201,152.9498,1104.8796,408.9403
3/6/21 3:27,1.6116,153.9992,1103.0202,397.9664
3/6/21 3:28,1.6116,155.2022,1115.7188,416.4723
3/6/21 3:29,1.6116,155.9426,1115.6408,421.4562
3/6/21 3:30,1.6116,154.2804,1109.3323,418.4682
3/6/21 3:31,1.6116,152.4581,1123.6216,416.004
3/6/21 3:32,1.6116,151.4487,1104.3707,412.5455
3/6/21 3:33,1.6116,150.9971,1106.2123,392.4539
3/6/21 3:34,1.6116,150.8196,1129.3781,409.1692
3/6/21 3:35,1.6117,150.8317,1102.0003,407.9013
3/6/21 3:36,1.6123,151.0539,1101.3161,405.1393
3/6/21 3:37,1.6124,151.266,1118.2754,402.5788
3/6/21 3:38,1.6124,151.5189,1114.4692,410.8093
3/6/21 3:39,1.6124,151.8159,1112.2586,401.1677
3/6/21 3:40,1.6124,152.2276,1127.763,412.035
3/6/21 3:41,1.6124,153.1498,1101.4603,406.1839
3/6/21 3:42,1.6124,154.0864,1094.1999,419.0774
3/6/21 3:43,1.6124,155.0238,1117.7366,425.0764
3/6/21 3:44,1.6124,155.8087,1105.1006,409.7271
3/6/21 3:45,1.6147,154.4277,1112.5898,424.1471
3/6/21 3:46,1.6313,152.8409,1116.0933,436.7298
3/6/21 3:47,1.6346,151.9629,1100.4104,444.6762
3/6/21 3:48,1.6346,151.5401,1113.4649,420.0261
3/6/21 3:49,1.6346,151.3227,1126.0318,419.3775
3/6/21 3:50,1.6346,151.2339,1102.6125,435.8307
3/6/21 3:51,1.6346,151.2448,1102.05,434.7708
3/6/21 3:52,1.6346,151.2995,1119.4566,437.9919
3/6/21 3:53,1.6346,151.3273,1106.0891,430.2219
3/6/21 3:54,1.6346,151.4006,1106.0758,447.8667
3/6/21 3:55,1.6347,151.5525,1118.8393,447.4679
3/6/21 3:56,1.6355,151.9317,1099.0568,449.0984
